,uri,start,end,ms,text_uri
1,0458IbnSidaMursi.MuhkamWaMuhit,1319,1332,6101,0855BadrDinCayni.CumdatQari
0,Anonymous,1460,1469,6176,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1460,1471,6176,0855BadrDinCayni.CumdatQari
0,Anonymous,1214,1223,6222,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1214,1225,6222,0855BadrDinCayni.CumdatQari
0,Anonymous,109,117,6231,0855BadrDinCayni.CumdatQari
1,Anonymous,1264,1272,6231,0855BadrDinCayni.CumdatQari
0,Anonymous,349,357,6291,0855BadrDinCayni.CumdatQari
1,Anonymous,375,383,6291,0855BadrDinCayni.CumdatQari
0,Anonymous,637,645,6310,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,637,647,6310,0855BadrDinCayni.CumdatQari
0,Anonymous,911,920,6355,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,911,922,6355,0855BadrDinCayni.CumdatQari
0,Anonymous,257,266,6377,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,257,268,6377,0855BadrDinCayni.CumdatQari
0,Anonymous,311,320,6378,0855BadrDinCayni.CumdatQari
1,Anonymous,371,380,6378,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,311,322,6378,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,371,382,6378,0855BadrDinCayni.CumdatQari
0,Anonymous,126,135,6426,0855BadrDinCayni.CumdatQari
1,Anonymous,995,1004,6426,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,126,137,6426,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,995,1006,6426,0855BadrDinCayni.CumdatQari
0,Anonymous,376,385,6429,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,376,387,6429,0855BadrDinCayni.CumdatQari
0,Anonymous,721,730,6473,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,721,732,6473,0855BadrDinCayni.CumdatQari
0,Anonymous,36,45,6486,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,36,47,6486,0855BadrDinCayni.CumdatQari
0,0279Baladhuri,174,188,6602,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,558,570,6602,0855BadrDinCayni.CumdatQari
0,Anonymous,978,987,6620,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,978,989,6620,0855BadrDinCayni.CumdatQari
0,Anonymous,1285,1294,6657,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1285,1296,6657,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,1364,1379,6696,0855BadrDinCayni.CumdatQari
1,Anonymous,1275,1284,6696,0855BadrDinCayni.CumdatQari
0,Anonymous,746,755,6697,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,746,757,6697,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,6,18,6854,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,299,312,6854,0855BadrDinCayni.CumdatQari
2,0458Bayhaqi,1208,1221,6854,0855BadrDinCayni.CumdatQari
0,Anonymous,274,283,6890,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,274,285,6890,0855BadrDinCayni.CumdatQari
0,Anonymous,0,9,7150,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,0,11,7150,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,51,64,7266,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,152,164,7266,0855BadrDinCayni.CumdatQari
0,Anonymous,682,691,7275,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,768,783,7275,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,682,693,7275,0855BadrDinCayni.CumdatQari
0,Anonymous,40,49,7396,0855BadrDinCayni.CumdatQari
1,Anonymous,98,107,7396,0855BadrDinCayni.CumdatQari
2,Anonymous,147,156,7396,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,40,51,7396,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,98,109,7396,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,147,158,7396,0855BadrDinCayni.CumdatQari
0,Anonymous,282,291,7542,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,282,293,7542,0855BadrDinCayni.CumdatQari
0,Anonymous,138,147,7623,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,138,149,7623,0855BadrDinCayni.CumdatQari
0,Anonymous,19,28,7953,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,19,30,7953,0855BadrDinCayni.CumdatQari
0,Anonymous,1358,1367,7972,0855BadrDinCayni.CumdatQari
1,Anonymous,1393,1402,7972,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,617,631,7985,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,1125,1139,7985,0855BadrDinCayni.CumdatQari
0,Anonymous,1437,1446,8024,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1437,1448,8024,0855BadrDinCayni.CumdatQari
0,Anonymous,94,103,8025,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,94,105,8025,0855BadrDinCayni.CumdatQari
0,Anonymous,106,115,8131,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,106,117,8131,0855BadrDinCayni.CumdatQari
0,Anonymous,1190,1199,8162,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1190,1201,8162,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,1052,1064,8240,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1270,1282,8240,0855BadrDinCayni.CumdatQari
0,Anonymous,1411,1420,8274,0855BadrDinCayni.CumdatQari
1,Anonymous,1505,1514,8274,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,1411,1422,8274,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,1505,1516,8274,0855BadrDinCayni.CumdatQari
0,Anonymous,41,50,8289,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,41,52,8289,0855BadrDinCayni.CumdatQari
0,Anonymous,20,29,8372,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,20,31,8372,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,397,409,8469,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,777,789,8469,0855BadrDinCayni.CumdatQari
0,Anonymous,1438,1447,8516,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1438,1449,8516,0855BadrDinCayni.CumdatQari
0,Anonymous,880,889,8566,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,880,891,8566,0855BadrDinCayni.CumdatQari
0,Anonymous,82,91,8590,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,82,93,8590,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,387,402,8599,0855BadrDinCayni.CumdatQari
1,0458IbnSidaMursi.MuhkamWaMuhit,140,154,8599,0855BadrDinCayni.CumdatQari
0,Anonymous,1212,1221,8734,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1212,1223,8734,0855BadrDinCayni.CumdatQari
0,Anonymous,194,203,8736,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,194,205,8736,0855BadrDinCayni.CumdatQari
0,Anonymous,515,524,8816,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,515,526,8816,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,1220,1238,9023,0855BadrDinCayni.CumdatQari
1,Anonymous,800,809,9023,0855BadrDinCayni.CumdatQari
0,Anonymous,1469,1478,9068,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1469,1480,9068,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,1527,1547,9089,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,609,620,9089,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,304,323,9163,0855BadrDinCayni.CumdatQari
1,0487Bakri,1258,1270,9163,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,608,629,9179,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,475,490,9179,0855BadrDinCayni.CumdatQari
0,Anonymous,1343,1352,9259,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1343,1354,9259,0855BadrDinCayni.CumdatQari
0,Anonymous,185,193,9263,0855BadrDinCayni.CumdatQari
1,Anonymous,1336,1344,9263,0855BadrDinCayni.CumdatQari
0,Anonymous,5,13,9264,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1319,1332,9264,0855BadrDinCayni.CumdatQari
0,Anonymous,39,48,9273,0855BadrDinCayni.CumdatQari
1,Anonymous,791,800,9273,0855BadrDinCayni.CumdatQari
2,Anonymous,1057,1066,9273,0855BadrDinCayni.CumdatQari
3,Anonymous,1091,1100,9273,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,39,50,9273,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,791,802,9273,0855BadrDinCayni.CumdatQari
6,AnonymousPlural,1057,1068,9273,0855BadrDinCayni.CumdatQari
7,AnonymousPlural,1091,1102,9273,0855BadrDinCayni.CumdatQari
0,0487Bakri,1437,1449,9304,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1269,1280,9304,0855BadrDinCayni.CumdatQari
0,0487Bakri,210,222,9352,0855BadrDinCayni.CumdatQari
1,0487Bakri,436,447,9352,0855BadrDinCayni.CumdatQari
0,Anonymous,1181,1190,9354,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1181,1192,9354,0855BadrDinCayni.CumdatQari
0,Anonymous,918,927,9355,0855BadrDinCayni.CumdatQari
1,Anonymous,1005,1014,9355,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,918,929,9355,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,1005,1016,9355,0855BadrDinCayni.CumdatQari
0,Anonymous,694,703,9474,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,694,705,9474,0855BadrDinCayni.CumdatQari
0,Anonymous,43,52,9487,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,43,54,9487,0855BadrDinCayni.CumdatQari
0,Anonymous,372,381,9505,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,372,383,9505,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,774,789,9512,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1375,1389,9512,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,91,106,9514,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1504,1518,9514,0855BadrDinCayni.CumdatQari
0,Anonymous,829,838,9523,0855BadrDinCayni.CumdatQari
1,Anonymous,950,959,9523,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,829,840,9523,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,950,961,9523,0855BadrDinCayni.CumdatQari
0,Anonymous,595,604,9559,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,595,606,9559,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,335,349,9589,0855BadrDinCayni.CumdatQari
1,0255Jahiz.Hayawan,695,707,9589,0855BadrDinCayni.CumdatQari
0,Anonymous,632,641,9631,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,632,643,9631,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,1380,1395,9644,0855BadrDinCayni.CumdatQari
1,0255Jahiz.Hayawan,1261,1273,9644,0855BadrDinCayni.CumdatQari
0,Anonymous,165,174,9747,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,165,176,9747,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,1259,1274,9778,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1378,1393,9778,0855BadrDinCayni.CumdatQari
0,Anonymous,180,189,9825,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,180,191,9825,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,287,302,9858,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,649,664,9858,0855BadrDinCayni.CumdatQari
0,Anonymous,117,126,10136,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,117,128,10136,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,575,590,10362,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,274,287,10362,0855BadrDinCayni.CumdatQari
0,Anonymous,333,341,10455,0855BadrDinCayni.CumdatQari
1,Anonymous,1171,1179,10455,0855BadrDinCayni.CumdatQari
0,Anonymous,975,984,10553,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,975,986,10553,0855BadrDinCayni.CumdatQari
0,Anonymous,590,599,10555,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,590,601,10555,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,1341,1359,10567,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1063,1074,10567,0855BadrDinCayni.CumdatQari
0,0487Bakri,657,669,10568,0855BadrDinCayni.CumdatQari
1,0487Bakri,760,771,10568,0855BadrDinCayni.CumdatQari
2,0626YaqutHamawi,791,802,10568,0855BadrDinCayni.CumdatQari
0,0487Bakri,17,29,10846,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,479,491,10846,0855BadrDinCayni.CumdatQari
0,Anonymous,447,455,11076,0855BadrDinCayni.CumdatQari
1,Anonymous,730,739,11076,0855BadrDinCayni.CumdatQari
0,0487Bakri,344,356,11341,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,195,206,11341,0855BadrDinCayni.CumdatQari
2,0626YaqutHamawi,604,615,11341,0855BadrDinCayni.CumdatQari
0,Anonymous,797,806,11358,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,797,808,11358,0855BadrDinCayni.CumdatQari
0,Anonymous,1040,1049,11415,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,143,158,11415,0855BadrDinCayni.CumdatQari
2,0209AbuCubayda,778,793,11415,0855BadrDinCayni.CumdatQari
3,0209AbuCubayda,1450,1465,11415,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,1040,1051,11415,0855BadrDinCayni.CumdatQari
0,Anonymous,91,99,11417,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,91,101,11417,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,1125,1139,11418,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1412,1427,11418,0855BadrDinCayni.CumdatQari
0,Anonymous,408,416,11422,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,408,418,11422,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,1527,1546,11456,0855BadrDinCayni.CumdatQari
1,Anonymous,730,739,11456,0855BadrDinCayni.CumdatQari
2,0209AbuCubayda,632,647,11456,0855BadrDinCayni.CumdatQari
3,0209AbuCubayda,1067,1081,11456,0855BadrDinCayni.CumdatQari
4,0209AbuCubayda,1318,1333,11456,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,730,741,11456,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,478,492,11467,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,728,742,11467,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,580,594,11490,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1355,1370,11490,0855BadrDinCayni.CumdatQari
0,0151IbnIshaq.Sira,325,344,11512,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,129,143,11512,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,964,979,11514,0855BadrDinCayni.CumdatQari
1,0198SufyanIbnCuyayna,547,566,11514,0855BadrDinCayni.CumdatQari
0,Anonymous,1329,1337,11542,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,672,687,11542,0855BadrDinCayni.CumdatQari
0,Anonymous,582,591,11564,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,582,593,11564,0855BadrDinCayni.CumdatQari
0,0487Bakri,952,964,11582,0855BadrDinCayni.CumdatQari
1,0487Bakri,1208,1220,11582,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,100,115,11599,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,755,770,11599,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,539,554,11603,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,341,356,11603,0855BadrDinCayni.CumdatQari
0,Anonymous,578,587,11660,0855BadrDinCayni.CumdatQari
1,Anonymous,593,602,11660,0855BadrDinCayni.CumdatQari
2,Anonymous,619,628,11660,0855BadrDinCayni.CumdatQari
3,0209AbuCubayda,1315,1330,11660,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,578,589,11660,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,593,604,11660,0855BadrDinCayni.CumdatQari
6,AnonymousPlural,619,630,11660,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,114,128,11679,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,514,528,11679,0855BadrDinCayni.CumdatQari
0,0209AbuCubayda,621,636,11909,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1100,1115,11909,0855BadrDinCayni.CumdatQari
0,Anonymous,978,987,11942,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,978,989,11942,0855BadrDinCayni.CumdatQari
0,0198SufyanIbnCuyayna,60,79,12052,0855BadrDinCayni.CumdatQari
1,0198SufyanIbnCuyayna,448,467,12052,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,625,640,12088,0855BadrDinCayni.CumdatQari
1,Anonymous,1243,1252,12088,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,1243,1254,12088,0855BadrDinCayni.CumdatQari
0,Anonymous,949,958,12135,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,949,960,12135,0855BadrDinCayni.CumdatQari
0,Anonymous,624,633,12326,0855BadrDinCayni.CumdatQari
1,Anonymous,657,666,12326,0855BadrDinCayni.CumdatQari
0,Anonymous,934,943,12405,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,934,945,12405,0855BadrDinCayni.CumdatQari
0,Anonymous,563,572,12605,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,563,574,12605,0855BadrDinCayni.CumdatQari
0,0276IbnQutaybaDinawari,80,95,12690,0855BadrDinCayni.CumdatQari
1,0282AbuHanifaDinawari.Nabat,514,544,12690,0855BadrDinCayni.CumdatQari
0,Anonymous,416,425,12740,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,416,427,12740,0855BadrDinCayni.CumdatQari
0,Anonymous,6,15,12775,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,6,17,12775,0855BadrDinCayni.CumdatQari
0,Anonymous,1484,1493,12778,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1484,1495,12778,0855BadrDinCayni.CumdatQari
0,Anonymous,647,656,12805,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,647,658,12805,0855BadrDinCayni.CumdatQari
0,0198SufyanIbnCuyayna,0,19,12996,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1228,1241,12996,0855BadrDinCayni.CumdatQari
0,Anonymous,189,198,13169,0855BadrDinCayni.CumdatQari
1,Anonymous,254,263,13169,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,189,200,13169,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,254,265,13169,0855BadrDinCayni.CumdatQari
0,Anonymous,1443,1452,13312,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1443,1454,13312,0855BadrDinCayni.CumdatQari
0,0458IbnSidaMursi.MuhkamWaMuhit,737,751,13335,0855BadrDinCayni.CumdatQari
1,0255Jahiz.Hayawan,986,998,13335,0855BadrDinCayni.CumdatQari
0,Anonymous,816,825,13361,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,816,827,13361,0855BadrDinCayni.CumdatQari
0,Anonymous,1169,1178,13416,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1169,1180,13416,0855BadrDinCayni.CumdatQari
0,Anonymous,1229,1238,13555,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1229,1240,13555,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,1264,1277,13762,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1430,1443,13762,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,512,525,13897,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1047,1060,13897,0855BadrDinCayni.CumdatQari
0,Anonymous,157,166,14091,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,157,168,14091,0855BadrDinCayni.CumdatQari
0,Anonymous,349,357,14395,0855BadrDinCayni.CumdatQari
1,Anonymous,385,393,14395,0855BadrDinCayni.CumdatQari
0,Anonymous,161,170,14423,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,161,172,14423,0855BadrDinCayni.CumdatQari
0,Anonymous,1366,1375,14500,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1366,1377,14500,0855BadrDinCayni.CumdatQari
2,0458Bayhaqi,90,103,14500,0855BadrDinCayni.CumdatQari
0,Anonymous,706,715,14542,0855BadrDinCayni.CumdatQari
1,Anonymous,924,933,14542,0855BadrDinCayni.CumdatQari
2,Anonymous,1188,1197,14542,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,706,717,14542,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,924,935,14542,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,1188,1199,14542,0855BadrDinCayni.CumdatQari
0,0487AbuCubaydBakri.MucjamMaIstacjama,825,845,14591,0855BadrDinCayni.CumdatQari
1,0626YaqutHamawi,1074,1085,14591,0855BadrDinCayni.CumdatQari
0,Anonymous,433,442,14594,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,433,444,14594,0855BadrDinCayni.CumdatQari
0,Anonymous,363,372,14595,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,363,374,14595,0855BadrDinCayni.CumdatQari
0,Anonymous,616,625,14623,0855BadrDinCayni.CumdatQari
1,Anonymous,1384,1393,14623,0855BadrDinCayni.CumdatQari
0,Anonymous,1572,1581,14629,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1572,1583,14629,0855BadrDinCayni.CumdatQari
0,Anonymous,597,606,14638,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,597,608,14638,0855BadrDinCayni.CumdatQari
0,Anonymous,465,474,14698,0855BadrDinCayni.CumdatQari
1,Anonymous,486,495,14698,0855BadrDinCayni.CumdatQari
2,AnonymousPlural,465,476,14698,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,486,497,14698,0855BadrDinCayni.CumdatQari
0,0458Bayhaqi,422,435,14708,0855BadrDinCayni.CumdatQari
1,0458Bayhaqi,1053,1065,14708,0855BadrDinCayni.CumdatQari
0,0487Bakri,230,242,14820,0855BadrDinCayni.CumdatQari
1,0209AbuCubayda,1257,1272,14820,0855BadrDinCayni.CumdatQari
2,0209AbuCubayda,1342,1357,14820,0855BadrDinCayni.CumdatQari
0,Anonymous,935,944,14956,0855BadrDinCayni.CumdatQari
1,Anonymous,1119,1128,14956,0855BadrDinCayni.CumdatQari
2,Anonymous,1166,1175,14956,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,935,946,14956,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,1119,1130,14956,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,1166,1177,14956,0855BadrDinCayni.CumdatQari
0,Anonymous,667,676,15023,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,667,678,15023,0855BadrDinCayni.CumdatQari
0,Anonymous,1078,1087,15054,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1078,1089,15054,0855BadrDinCayni.CumdatQari
0,Anonymous,167,176,15055,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,167,178,15055,0855BadrDinCayni.CumdatQari
0,Anonymous,1111,1120,15142,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1111,1122,15142,0855BadrDinCayni.CumdatQari
0,Anonymous,933,942,15179,0855BadrDinCayni.CumdatQari
1,Anonymous,1021,1030,15179,0855BadrDinCayni.CumdatQari
2,Anonymous,1074,1083,15179,0855BadrDinCayni.CumdatQari
3,AnonymousPlural,933,944,15179,0855BadrDinCayni.CumdatQari
4,AnonymousPlural,1021,1032,15179,0855BadrDinCayni.CumdatQari
5,AnonymousPlural,1074,1085,15179,0855BadrDinCayni.CumdatQari
0,Anonymous,1123,1132,15255,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,1123,1134,15255,0855BadrDinCayni.CumdatQari
0,Anonymous,606,615,15374,0855BadrDinCayni.CumdatQari
1,AnonymousPlural,606,617,15374,0855BadrDinCayni.CumdatQari
0,0487Bakri,1004,1016,71,0855BadrDinCayni.MaqasidNahwiyya
1,0209AbuCubayda,1043,1058,71,0855BadrDinCayni.MaqasidNahwiyya
0,0255Jahiz.Hayawan,833,845,1189,0855BadrDinCayni.MaqasidNahwiyya
1,0255Jahiz.Hayawan,982,994,1189,0855BadrDinCayni.MaqasidNahwiyya
0,Anonymous,197,206,9,0855BadrDinCayni.NukhabAfkar
1,Anonymous,405,414,9,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,197,208,9,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,405,416,9,0855BadrDinCayni.NukhabAfkar
0,Anonymous,712,721,196,0855BadrDinCayni.NukhabAfkar
1,Anonymous,843,852,196,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,712,723,196,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,843,854,196,0855BadrDinCayni.NukhabAfkar
0,Anonymous,111,120,197,0855BadrDinCayni.NukhabAfkar
1,Anonymous,225,234,197,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,111,122,197,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,225,236,197,0855BadrDinCayni.NukhabAfkar
0,Anonymous,514,523,255,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,514,525,255,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,70,82,291,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1226,1239,291,0855BadrDinCayni.NukhabAfkar
0,Anonymous,351,360,428,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,351,362,428,0855BadrDinCayni.NukhabAfkar
0,0458Bayhaqi,1148,1160,447,0855BadrDinCayni.NukhabAfkar
1,0458Bayhaqi,1231,1243,447,0855BadrDinCayni.NukhabAfkar
0,0241IbnHanbal,576,594,453,0855BadrDinCayni.NukhabAfkar
1,0241IbnHanbal,862,880,453,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1338,1347,638,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,1338,1349,638,0855BadrDinCayni.NukhabAfkar
0,Anonymous,727,736,639,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1442,1451,639,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,727,738,639,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,1442,1453,639,0855BadrDinCayni.NukhabAfkar
0,Anonymous,475,484,640,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,475,486,640,0855BadrDinCayni.NukhabAfkar
0,Anonymous,428,437,862,0855BadrDinCayni.NukhabAfkar
1,Anonymous,782,791,862,0855BadrDinCayni.NukhabAfkar
2,AnonymousPlural,428,439,862,0855BadrDinCayni.NukhabAfkar
3,AnonymousPlural,782,793,862,0855BadrDinCayni.NukhabAfkar
0,Anonymous,803,812,969,0855BadrDinCayni.NukhabAfkar
1,AnonymousPlural,803,814,969,0855BadrDinCayni.NukhabAfkar
0,Anonymous,1125,1133,977,0855BadrDinCayni.NukhabAfkar
1,Anonymous,1419,1427,977,0855BadrDinCayni.NukhabAfkar
0,Anonymous,144,152,978,0855BadrDinCayni.NukhabAfkar
